compatibility_id,stroller_brand,stroller_model,car_seat_brand,car_seat_model,production_compatibility_type,audit_action,audit_confidence,reason,evidence_type,source_type,manufacturer_source_url,source_name,source_date,compatibility_type,adapter_required,adapter_status,adapter_name,adapter_sku,adapter_url,adapter_generation,adapter_revision,compatibility_position,max_infant_car_seats,notes,consumer_compatibility_status,consumer_status_basis,lineage_anchor_model,lineage_source_url,lineage_hypothesis_type,lineage_anchor_compatibility_id
cms6o9nn6000u13vz2pharzt6,Thule,Urban Glide 4-wheel,Clek,Liingo,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Universal/Chicco (20110762) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/12/1476112.pdf,Thule UG3 car seat adapter – Universal/Chicco,2025,ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Universal/Chicco,20110762,https://www.thule.com/-/s/approved/std.lang.all/61/12/1476112.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/12/1476112.pdf,NONE,
cms6o9nnz001713vzwwladl04,Thule,Urban Glide 4-wheel,Cybex,Aton G2,ADAPTER,VERIFY,MEDIUM,"Thule 20110761 lists Cybex ""Aton G"" (and Aton 2/Q/S2); production ""aton g2"" is the 2024 refresh not explicitly listed — confirm with Thule whether the Aton G entry covers Aton G2.",MANUFACTURER_BRAND_LEVEL,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,SOLD_SEPARATELY,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cms6o9nnk000z13vz7risg1dm,Thule,Urban Glide 4-wheel,Cybex,Aton G2 Swivel,ADAPTER,VERIFY,MEDIUM,"Thule 20110761 lists Cybex ""Aton G"" (and Aton 2/Q/S2); production ""aton g2 swivel"" is the 2024 refresh not explicitly listed — confirm with Thule whether the Aton G entry covers Aton G2.",MANUFACTURER_BRAND_LEVEL,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,SOLD_SEPARATELY,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cms6o9nnk001213vzxnnuy9a2,Thule,Urban Glide 4-wheel,Cybex,Cloud G Pro Comfort Extend,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cms6o9nnn001513vz0nduyqyn,Thule,Urban Glide 4-wheel,Cybex,Cloud T,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cms6oaqod001913vzauxgh1tf,Thule,Urban Glide 4-wheel,Maxi-Cosi,Ambra,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Urban Glide 4-wheel (adapter 20110761).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,UNKNOWN,NONE,,,NONE,
cms6oaqoe001f13vz1tieocaw,Thule,Urban Glide 4-wheel,Maxi-Cosi,Mico Luxe,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cms6oaqoo001v13vzcjq41rhv,Thule,Urban Glide 4-wheel,Maxi-Cosi,Mico Pro,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Urban Glide 4-wheel (adapter 20110761).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,UNKNOWN,NONE,Maxi-Cosi Mico Luxe,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cms6oaqoe001f13vz1tieocaw
cms6oaqoe001h13vzrrtqau33,Thule,Urban Glide 4-wheel,Maxi-Cosi,Mico XP,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Urban Glide 4-wheel (adapter 20110761).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,SHOULD_WORK_UNVERIFIED,DOCUMENTED_SHARED_ATTACHMENT_PLATFORM,Maxi-Cosi Mico Luxe,https://maxicosi.com/products/zelia-stroller-car-seat-adapter-tr42718,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cms6oaqoe001f13vz1tieocaw
cms6oaqoj001l13vzk6zxpyfs,Thule,Urban Glide 4-wheel,Maxi-Cosi,Peri 180,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cmr0r9rze000xrvv0dah4pos7,Thule,Urban Glide 4-wheel,Nuna,PIPA Aire,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cmr0r9s3u000zrvv0fbr4z3j5,Thule,Urban Glide 4-wheel,Nuna,PIPA Aire rx,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cmr0r9s8g0011rvv0igxf1qpj,Thule,Urban Glide 4-wheel,Nuna,PIPA RX,ADAPTER,KEEP_UPDATE,HIGH,On Thule Thule UG3 car seat adapter – Maxi-Cosi (20110761) current exact fit list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),ADAPTER,true,SOLD_SEPARATELY,Thule UG3 car seat adapter – Maxi-Cosi,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,NONE,
cmr0r9sd40013rvv020p8fk1w,Thule,Urban Glide 4-wheel,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Not on Thule's current exact fit list for Urban Glide 4-wheel (adapter 20110761).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,Thule UG3 car seat adapter – Maxi-Cosi,2025 (US Feb 2024),,,,,20110761,https://www.thule.com/-/s/approved/std.lang.all/61/11/1476111.pdf,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA Aire,https://nunababy.com/usa/pipa-urbn,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmr0r9rze000xrvv0dah4pos7
cmr0r9shr0015rvv0m5lop70r,Thule,Urban Glide 4-Wheel Single Child,Nuna,PIPA Aire,ADAPTER,REMOVE,HIGH,Duplicate chassis record of Urban Glide 4-wheel; canonicalize identity — compatibility is represented on the canonical Urban Glide 4-wheel record.,MANUFACTURER_BRAND_LEVEL,,,,,,,,,,,,,,,PENDING_IDENTITY resolved: same chassis as Urban Glide 4-wheel; merge records.,IDENTITY_DEDUP,NONE,,,NONE,
cmr0r9sme0017rvv0ynjzvfn8,Thule,Urban Glide 4-Wheel Single Child,Nuna,PIPA Aire rx,ADAPTER,REMOVE,HIGH,Duplicate chassis record of Urban Glide 4-wheel; canonicalize identity — compatibility is represented on the canonical Urban Glide 4-wheel record.,MANUFACTURER_BRAND_LEVEL,,,,,,,,,,,,,,,PENDING_IDENTITY resolved: same chassis as Urban Glide 4-wheel; merge records.,IDENTITY_DEDUP,NONE,,,NONE,
cmr0r9sr10019rvv0lahj7iuv,Thule,Urban Glide 4-Wheel Single Child,Nuna,PIPA RX,ADAPTER,REMOVE,HIGH,Duplicate chassis record of Urban Glide 4-wheel; canonicalize identity — compatibility is represented on the canonical Urban Glide 4-wheel record.,MANUFACTURER_BRAND_LEVEL,,,,,,,,,,,,,,,PENDING_IDENTITY resolved: same chassis as Urban Glide 4-wheel; merge records.,IDENTITY_DEDUP,NONE,,,NONE,
cmr0r9sxr001brvv0ws3ppc2m,Thule,Urban Glide 4-Wheel Single Child,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Duplicate chassis record of Urban Glide 4-wheel; canonicalize identity — compatibility is represented on the canonical Urban Glide 4-wheel record.,MANUFACTURER_BRAND_LEVEL,,,,,,,,,,,,,,,PENDING_IDENTITY resolved: same chassis as Urban Glide 4-wheel; merge records.,IDENTITY_DEDUP,NONE,,,NONE,
cmqu9huhk0025bq8eyz29t0wu,Veer,All-Terrain Cruiser,Britax,Cypress S,ADAPTER,VERIFY,MEDIUM,"SOURCE_REVISION_CONFLICT: Nov 2024 guide lists Britax Cypress (production ""Cypress S"") on the Cruiser columns; current Veer adapter pages name no Cruiser adapter for the newer Britax family (routed to Switchback). Downgraded KEEP->VERIFY in V1.2 pending the exact current Cruiser adapter.",SOURCE_REVISION_CONFLICT,SOURCE_REVISION_CONFLICT,https://support.goveer.com/en-US/britax-infant-car-seat-adapter-for-veer-switchback-system-510552,"SOURCE_REVISION_CONFLICT — Nov 2024 Veer guide lists this seat on the Cruiser columns, but current Veer Cruiser adapter pages (479257 = legacy pre-2024 Britax only; 479577 = Britax needs a different adapter) name NO Cruiser adapter for the newer Britax family, and Switchback-Britax page 510552 routes Cypress/Willow/Willow S/Willow SC to the &Roll/&Jog Nuna/Cybex/Maxi-Cosi/Clek adapter.",current Veer adapter pages verified 2026-09-02; guide dated Nov 2024,,,UNIDENTIFIED_CONFLICT,,,,,,,1,"V1.2 downgrade from the V1.1 KEEP. The 479257 / MANUFACTURER_EXACT attribution is RETRACTED (current 479257 lists legacy pre-2024 Britax only). IDENTITY: production ""Cypress S"" = Britax ""Cypress"". Awaiting first-party confirmation of a current Cruiser adapter for Willow/Cypress; else REMOVE (Switchback-only).",UNKNOWN,SOURCE_REVISION_CONFLICT,,,NONE,
cmqu9huci0021bq8e91p6m3o5,Veer,All-Terrain Cruiser,Britax,Willow S,ADAPTER,VERIFY,MEDIUM,SOURCE_REVISION_CONFLICT: Nov 2024 guide lists Britax Willow S on the Cruiser columns; current Veer adapter pages name no Cruiser adapter for the newer Britax family (routed to Switchback). Downgraded KEEP->VERIFY in V1.2 pending the exact current Cruiser adapter.,SOURCE_REVISION_CONFLICT,SOURCE_REVISION_CONFLICT,https://support.goveer.com/en-US/britax-infant-car-seat-adapter-for-veer-switchback-system-510552,"SOURCE_REVISION_CONFLICT — Nov 2024 Veer guide lists this seat on the Cruiser columns, but current Veer Cruiser adapter pages (479257 = legacy pre-2024 Britax only; 479577 = Britax needs a different adapter) name NO Cruiser adapter for the newer Britax family, and Switchback-Britax page 510552 routes Cypress/Willow/Willow S/Willow SC to the &Roll/&Jog Nuna/Cybex/Maxi-Cosi/Clek adapter.",current Veer adapter pages verified 2026-09-02; guide dated Nov 2024,,,UNIDENTIFIED_CONFLICT,,,,,,,1,V1.2 downgrade from the V1.1 KEEP. The 479257 / MANUFACTURER_EXACT attribution is RETRACTED (current 479257 lists legacy pre-2024 Britax only). Awaiting first-party confirmation of a current Cruiser adapter for Willow/Cypress; else REMOVE (Switchback-only).,UNKNOWN,SOURCE_REVISION_CONFLICT,,,NONE,
cmqu9huez0023bq8e0fyrx7zw,Veer,All-Terrain Cruiser,Britax,Willow SC,ADAPTER,VERIFY,MEDIUM,SOURCE_REVISION_CONFLICT: Nov 2024 guide lists Britax Willow SC on the Cruiser columns; current Veer adapter pages name no Cruiser adapter for the newer Britax family (routed to Switchback). Downgraded KEEP->VERIFY in V1.2 pending the exact current Cruiser adapter.,SOURCE_REVISION_CONFLICT,SOURCE_REVISION_CONFLICT,https://support.goveer.com/en-US/britax-infant-car-seat-adapter-for-veer-switchback-system-510552,"SOURCE_REVISION_CONFLICT — Nov 2024 Veer guide lists this seat on the Cruiser columns, but current Veer Cruiser adapter pages (479257 = legacy pre-2024 Britax only; 479577 = Britax needs a different adapter) name NO Cruiser adapter for the newer Britax family, and Switchback-Britax page 510552 routes Cypress/Willow/Willow S/Willow SC to the &Roll/&Jog Nuna/Cybex/Maxi-Cosi/Clek adapter.",current Veer adapter pages verified 2026-09-02; guide dated Nov 2024,,,UNIDENTIFIED_CONFLICT,,,,,,,1,V1.2 downgrade from the V1.1 KEEP. The 479257 / MANUFACTURER_EXACT attribution is RETRACTED (current 479257 lists legacy pre-2024 Britax only). Awaiting first-party confirmation of a current Cruiser adapter for Willow/Cypress; else REMOVE (Switchback-only).,UNKNOWN,SOURCE_REVISION_CONFLICT,,,NONE,
cmqx4rciy002d70o083je6fxh,Veer,All-Terrain Cruiser,Cybex,Aton G2,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cmrmtwev0000b11u5g840t1vj,Veer,All-Terrain Cruiser,Cybex,Aton G2 Swivel,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cmqx4rcl8002f70o0dzwmi95h,Veer,All-Terrain Cruiser,Cybex,Cloud G Pro Comfort Extend,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqt2544r002jfvq8i5uyp63y,Veer,All-Terrain Cruiser,Cybex,Cloud T,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqx4rcgp002b70o07l0dj4hc,Veer,All-Terrain Cruiser,Maxi-Cosi,Ambra,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqt253os0025fvq8rtsm33ju,Veer,All-Terrain Cruiser,Maxi-Cosi,Mico Luxe,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmqt253k80021fvq81fv6kyx1,Veer,All-Terrain Cruiser,Maxi-Cosi,Mico Pro,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmqt253r10027fvq839d3mykm,Veer,All-Terrain Cruiser,Maxi-Cosi,Peri 180,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqt253vl002bfvq84s3zyv9s,Veer,All-Terrain Cruiser,Nuna,PIPA Aire,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA Aire rx,https://nunababy.com/usa/pipa-car-seat-adapter-for-uppababy-vista-cruz,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmqt253xv002dfvq8p8tfw123
cmqt253xv002dfvq8p8tfw123,Veer,All-Terrain Cruiser,Nuna,PIPA Aire rx,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Cruiser adapter family approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,,,,1,SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,NONE,
cmqt253tb0029fvq84fnoj9z2,Veer,All-Terrain Cruiser,Nuna,PIPA RX,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Cruiser adapter family approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,,,,1,SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,NONE,
cmqt25405002ffvq8esap2m9g,Veer,All-Terrain Cruiser,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA Aire rx,https://nunababy.com/usa/pipa-urbn,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmqt253xv002dfvq8p8tfw123
cmqx8pgsv0003gq0c0o1j8ux2,Veer,All-Terrain Cruiser,UPPAbaby,Aria,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Cruiser adapter family approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/infant-car-seat-adapter-for-graco-britax-and-uppababy-479257,Veer Cruiser ICS Adapter — Graco/Britax/UPPAbaby — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Cruiser ICS Adapter — Graco/Britax/UPPAbaby,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-graco-britax-and-uppababy-479257,,,,1,SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-graco-britax-and-uppababy-479257,NONE,
cmqx8pgv70005gq0ce6yo0z0s,Veer,All-Terrain Cruiser,UPPAbaby,Aria V2,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Mesa V3 / Aria V2 not on current Veer chart (Mesa/Mesa V2/Mesa Max/Aria only).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,SHOULD_WORK_UNVERIFIED,DOCUMENTED_SHARED_ATTACHMENT_PLATFORM,UPPAbaby Aria,https://uppababy.com/accessories/strollers-accessories/minu-mesa-bassinet-adapters/,SUSPECTED_SUCCESSOR_SAME_INTERFACE,cmqx8pgsv0003gq0c0o1j8ux2
cmqx8pgxj0007gq0c4pomnnz7,Veer,All-Terrain Cruiser,UPPAbaby,Mesa V3,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Mesa V3 / Aria V2 not on current Veer chart (Mesa/Mesa V2/Mesa Max/Aria only).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cmqx8piyi001xgq0cyfhzib32,Veer,Cruiser,Britax,Cypress S,ADAPTER,VERIFY,MEDIUM,"SOURCE_REVISION_CONFLICT: Nov 2024 guide lists Britax Cypress (production ""Cypress S"") on the Cruiser columns; current Veer adapter pages name no Cruiser adapter for the newer Britax family (routed to Switchback). Downgraded KEEP->VERIFY in V1.2 pending the exact current Cruiser adapter.",SOURCE_REVISION_CONFLICT,SOURCE_REVISION_CONFLICT,https://support.goveer.com/en-US/britax-infant-car-seat-adapter-for-veer-switchback-system-510552,"SOURCE_REVISION_CONFLICT — Nov 2024 Veer guide lists this seat on the Cruiser columns, but current Veer Cruiser adapter pages (479257 = legacy pre-2024 Britax only; 479577 = Britax needs a different adapter) name NO Cruiser adapter for the newer Britax family, and Switchback-Britax page 510552 routes Cypress/Willow/Willow S/Willow SC to the &Roll/&Jog Nuna/Cybex/Maxi-Cosi/Clek adapter.",current Veer adapter pages verified 2026-09-02; guide dated Nov 2024,,,UNIDENTIFIED_CONFLICT,,,,,,,1,"V1.2 downgrade from the V1.1 KEEP. The 479257 / MANUFACTURER_EXACT attribution is RETRACTED (current 479257 lists legacy pre-2024 Britax only). IDENTITY: production ""Cypress S"" = Britax ""Cypress"". Awaiting first-party confirmation of a current Cruiser adapter for Willow/Cypress; else REMOVE (Switchback-only).",UNKNOWN,SOURCE_REVISION_CONFLICT,,,NONE,
