id,brand,model,displayName,summary,amazonUrl,manualBabylistUrl,imageUrl,babylistSku,babylistUrl,babylistPrice,babylistImage,createdAt,updatedAt
cmqx8d49v000o13kp3v8chfjp,Ergobaby,Metro 3 Travel,Ergobaby Metro 3 Travel,"The lightest of the Metros at 16.7 lb, up to 50 lb, with a one-hand fold, near-flat recline and an adjustable handlebar. Carry-on compatible for most airlines, and it works from birth with an infant insert or a car seat.",,,,,,,,2026-06-28 03:29:43.652,2026-07-20 22:06:22.6
cmqx8d4ek000q13kp25vm8o1q,Ergobaby,Metro+ Deluxe,Ergobaby Metro+ Deluxe,"The travel stroller that folds down for overhead airplane storage: 18.1 lb, up to 50 lb, car-seat compatible and usable from birth with the newborn insert. Airline rules vary, so confirm with yours before you count on the bin.",,,,,,,,2026-06-28 03:29:43.821,2026-07-20 22:06:22.607
cmqx8d4c9000p13kp1a0v0vkk,Ergobaby,Metro+ Deluxe Baby,Ergobaby Metro+ Deluxe Baby,"The travel stroller that folds down for overhead airplane storage: 18.1 lb, up to 50 lb, car-seat compatible and usable from birth with the newborn insert. Airline rules vary, so confirm with yours before you count on the bin.",,,,,,,,2026-06-28 03:29:43.737,2026-07-20 22:06:22.616
cmqx8d4gz000r13kpem7fqdk9,Evenflo,Hummingbird Carbon Fiber,Evenflo Hummingbird Carbon Fiber,"A carbon-fiber lightweight built to be picked up one-handed — the featherweight end of the Evenflo line, for travel days and quick errands.",,,,public_catalog_evenflo|hummingbirdcarbonfiber,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2243115&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fevenflo-hummingbird-carbon-fiber-lightweight-stroller%2F67156%2F2243115&intsrc=CATF_8981,329.99,https://images.ctfassets.net/50gzycvace50/96fc63a49b1617de366960f5bf1adba69be403ce5f874fe93991548b6b1c4610/b288c97627d372ed45c2ff5c9f29e054/96fc63a49b1617de366960f5bf1adba69be403ce5f874fe93991548b6b1c4610.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-28 03:29:43.907,2026-07-20 22:06:22.636
cmqpqqyl9000u7qllhgs1j0y9,Evenflo,Hummingbird Carbon Fiber Lightweight,Evenflo Hummingbird Carbon Fiber Lightweight,"A carbon-fiber lightweight built to be picked up one-handed — the featherweight end of the Evenflo line, for travel days and quick errands.",,,,product_8981_2243115,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2243115&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fevenflo-hummingbird-carbon-fiber-lightweight-stroller%2F67156%2F2243115&intsrc=CATF_8981,329.99,https://images.ctfassets.net/50gzycvace50/96fc63a49b1617de366960f5bf1adba69be403ce5f874fe93991548b6b1c4610/b288c97627d372ed45c2ff5c9f29e054/96fc63a49b1617de366960f5bf1adba69be403ce5f874fe93991548b6b1c4610.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.15,2026-07-20 22:06:22.65
cmqpqqynm000v7qll5rryi9y4,Evenflo,Pivot Xpand Modular,Evenflo Pivot Xpand Modular,"The value single-to-double: starts as a single, adds a second seat when baby number two arrives, and takes 55 lb per seat on a 30.2 lb frame. Bassinet and car-seat ready from birth, at roughly half the price of the premium convertibles.",,,,product_8981_1465363,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1465363&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fevenflo-pivot-xpand-modular-stroller%2F25509%2F1465363&intsrc=CATF_8981,439.99,https://images.ctfassets.net/50gzycvace50/47e938028f7f5a092fe2bffbbe1834f40f605ea1ef2f4adb2bc43d8a52d40f09/d4975162eb08b44d8d2138c14b7d42e8/47e938028f7f5a092fe2bffbbe1834f40f605ea1ef2f4adb2bc43d8a52d40f09.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.234,2026-07-20 22:06:22.658
cmqpqqypz000w7qllyukuzwt3,Evenflo,Pivot Xpand NXT,Evenflo Pivot Xpand NXT,"The value single-to-double: starts as a single, adds a second seat when baby number two arrives, and takes 55 lb per seat on a 30.2 lb frame. Bassinet and car-seat ready from birth, at roughly half the price of the premium convertibles.",,,,product_8981_3142526,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3142526&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fevenflo-pivot-xpand-nxt-stroller%2F81556%2F3142526&intsrc=CATF_8981,349.99,https://images.ctfassets.net/50gzycvace50/7533d9592e6849e8d8b03eff79f57e2efe7d728c93acb11f875a7b7ecc33e5d2/d2d52e792316fa73b68f55ac089c63e2/7533d9592e6849e8d8b03eff79f57e2efe7d728c93acb11f875a7b7ecc33e5d2.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.32,2026-07-20 22:06:22.674
cmqx8d4jd000s13kpqrw1npfd,Evenflo,Pivot Xplore,Evenflo Pivot Xplore,"The all-terrain stroller wagon: 34.7 lb, seats two at 55 lb each, and pushes or pulls over grass and gravel. Riders need to sit unassisted — it starts around 6 months, not birth.",,,,public_catalog_evenflo|pivotxplore,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=495146&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fevenflo-pivot-xplore-all-terrain-stroller-wagon%2F15595%2F495146&intsrc=CATF_8981,399.99,https://images.ctfassets.net/50gzycvace50/bad00124a89e8ae4931c19589ddd84e553bbd3d9447d8ab05c2806df752ef6a0/00891b8131321f147b8f6e41bfd436ac/bad00124a89e8ae4931c19589ddd84e553bbd3d9447d8ab05c2806df752ef6a0.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-28 03:29:43.994,2026-07-20 22:06:22.743
cmqpqqysc000x7qlln9lo56v7,Evenflo,Pivot Xplore All-Terrain,Evenflo Pivot Xplore All-Terrain,"The all-terrain stroller wagon: 34.7 lb, seats two at 55 lb each, and pushes or pulls over grass and gravel. Riders need to sit unassisted — it starts around 6 months, not birth.",,,,product_8981_495146,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=495146&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fevenflo-pivot-xplore-all-terrain-stroller-wagon%2F15595%2F495146&intsrc=CATF_8981,399.99,https://images.ctfassets.net/50gzycvace50/bad00124a89e8ae4931c19589ddd84e553bbd3d9447d8ab05c2806df752ef6a0/00891b8131321f147b8f6e41bfd436ac/bad00124a89e8ae4931c19589ddd84e553bbd3d9447d8ab05c2806df752ef6a0.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.404,2026-07-20 22:06:22.824
cmqpqqyun000y7qllrfo62x6s,Evenflo,Shyft Intuiti+,Evenflo Shyft Intuiti+,"Evenflo’s modular travel system: a true pram mode for the newborn stage that converts to a toddler seat, up to 55 lb, paired with the rotating LiteMax NXT infant seat.",,,,product_8981_2419705,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2419705&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fevenflo-shyft-intuiti-stroller%2F73004%2F2419705&intsrc=CATF_8981,459.99,https://images.ctfassets.net/50gzycvace50/85054a89bba78723b771adacd9fca50cbd8f0c527a9dc7a8cc5b86da9f9c44b6/42ecbe4a1d67d2f1311cddea82e55649/85054a89bba78723b771adacd9fca50cbd8f0c527a9dc7a8cc5b86da9f9c44b6.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.487,2026-07-20 22:06:22.853
cmqpqqyx1000z7qllrfqtanqt,Graco,FastAction Jogger LX,Graco FastAction Jogger LX,"The budget jogger: rubber tires, a locking front wheel and a genuine one-hand fold, up to 50 lb, and it clicks onto a Graco infant seat from birth. The cheapest honest way into stroller running.",,,,product_8981_1816452,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1816452&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-fastaction-jogger-lx-stroller%2F17833%2F1816452&intsrc=CATF_8981,219.99,https://images.ctfassets.net/50gzycvace50/e36aea08fc744d1f9a2cbbf9968da4f14ce13835ef4f75a91509233c1ee81014/6b46f2043bb3ebbec801e5b3b02fef50/e36aea08fc744d1f9a2cbbf9968da4f14ce13835ef4f75a91509233c1ee81014.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.574,2026-07-20 22:06:22.914
cmqpqqyzg00107qll6evhebby,Graco,Merge,Graco Merge,"A slim, lightweight everyday Graco built for narrow aisles and quick errands rather than all-day outings.",,,,product_8981_2840203,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2840203&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-merge-stroller%2F79453%2F2840203&intsrc=CATF_8981,319.99,https://images.ctfassets.net/50gzycvace50/dcdc83158a7a99eccdfbe7fae04e62b477ece23deb21fa5bef3c69e550756d69/425af88e1064df39464629823fd21d97/dcdc83158a7a99eccdfbe7fae04e62b477ece23deb21fa5bef3c69e550756d69.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.66,2026-07-20 22:06:22.929
cmqpqqz4600127qll8v8c0pgj,Graco,Modes Nest,Graco Modes Nest,"A modular full-size Graco with infant, bassinet and toddler modes on one frame, up to 50 lb. Covers newborn through preschool without buying a second stroller.",,,,product_8981_1317036,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1317036&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-modes-nest-stroller%2F17815%2F1317036&intsrc=CATF_8981,379.99,https://images.ctfassets.net/50gzycvace50/862577ecb8c224d1bd8945675a10b6059bc81c9f6d6b0b8b9979543b09be6bf0/b1ea57b8a06f00a0b9566680e0d973ba/862577ecb8c224d1bd8945675a10b6059bc81c9f6d6b0b8b9979543b09be6bf0.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.83,2026-07-20 22:06:22.943
cmqpqqz1t00117qllit3afjt4,Graco,Modes Nest2Grow,Graco Modes Nest2Grow,"Graco’s single-that-becomes-a-double: infant, bassinet and toddler modes, then a second seat when you need it. 50 lb in the front seat and 45 lb in the rear — the affordable answer to the premium convertibles.",,,,product_8981_1111863,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1111863&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-modes-nest2grow-stroller%2F24872%2F1111863&intsrc=CATF_8981,479.99,https://images.ctfassets.net/50gzycvace50/660f1b1eb5ba0dac77f86c94b1540e1ffc8204786177097497968add1ad7b1fd/5db0d03120c8672557d23ddcdb811b73/660f1b1eb5ba0dac77f86c94b1540e1ffc8204786177097497968add1ad7b1fd.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.745,2026-07-20 22:06:22.956
cmqpqqz6e00137qllmm7ab21k,Graco,Modes Pramette,Graco Modes Pramette,"The pram mode is the point: a true flat bassinet for the newborn months that converts to a toddler seat, up to 50 lb, at a fraction of what a European pram costs.",,,,product_8981_1317042,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1317042&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-modes-pramette-stroller%2F17829%2F1317042&intsrc=CATF_8981,249.99,https://images.ctfassets.net/50gzycvace50/666131b9d10a8712cba4c9371dd8f46aeb56695b314c3c1f4f6bbd98236185c7/24c5d2fb21ccfca2b2d11766fa5b3646/666131b9d10a8712cba4c9371dd8f46aeb56695b314c3c1f4f6bbd98236185c7.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.91,2026-07-20 22:06:22.963
cmqpqqz8n00147qll7u8ik6vf,Graco,Outpace LX,Graco Outpace LX,"Graco’s all-terrain jogger — bigger wheels and a sturdier frame for gravel paths and running days, at a budget price.",,,,product_8981_1789490,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1789490&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-outpace-lx-stroller%2F45759%2F1789490&intsrc=CATF_8981,199.99,https://images.ctfassets.net/50gzycvace50/263696477fbd43809cdd9117458800124765973fb43fcf514327146bbed7a8f5/f8f0eb069e4e25e863a853d25b8c5834/263696477fbd43809cdd9117458800124765973fb43fcf514327146bbed7a8f5.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.991,2026-07-20 22:06:22.973
cmqpqqzaw00157qllq4qua86s,Graco,Ready2Grow 2.0 Double,Graco Ready2Grow 2.0 Double,"The tandem workhorse: a dozen riding configurations including a bench and standing platform, 50 lb in front and 40 lb in back, on a 32.4 lb frame. Takes two infant seats, so it works from birth for twins.",,,,product_8981_666765,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=666765&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-ready2grow-2-0-double-stroller%2F21208%2F666765&intsrc=CATF_8981,299.99,https://images.ctfassets.net/50gzycvace50/65a2a1ad0ad4edde39ae877134706270a0bdf9aedae5280cb1e5ae8c4a9109e7/9d8e8c1950dbe22594a55a4293634140/65a2a1ad0ad4edde39ae877134706270a0bdf9aedae5280cb1e5ae8c4a9109e7.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:14.072,2026-07-20 22:06:22.98
cmqpqqzd900167qlludyh5ta6,Graco,Ready2Grow LX 2.0 Double,Graco Ready2Grow LX 2.0 Double,"The tandem workhorse: a dozen riding configurations including a bench and standing platform, 50 lb in front and 40 lb in back, on a 32.4 lb frame. Takes two infant seats, so it works from birth for twins.",,,,product_8981_666766,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=666766&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-ready2grow-lx-2-0-double-stroller%2F21209%2F666766&intsrc=CATF_8981,329.99,https://images.ctfassets.net/50gzycvace50/9f6e0dc97904f4c5cfaf772eb581484dd99f6a42652973ee0de5e43a9573c015/0fce16d8bd2e07734490b96030c4a1fd/9f6e0dc97904f4c5cfaf772eb581484dd99f6a42652973ee0de5e43a9573c015.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:14.157,2026-07-20 22:06:22.993
cmqx8d4ls000t13kpnjml7roe,Graco,Ready2Jet,Graco Ready2Jet,Graco’s travel compact: a small fold and light frame built for airports and car trunks rather than daily neighbourhood miles.,,,,public_catalog_graco|ready2jet,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2022705&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-ready2jet-compact-stroller%2F54551%2F2022705&intsrc=CATF_8981,189.99,https://images.ctfassets.net/50gzycvace50/58fec16f81092dcf03108503b6aa0c7a5357d2f2ea458679c1cd1d23cb65694d/bd0db0a624d7e84c1800e3375ed93c10/58fec16f81092dcf03108503b6aa0c7a5357d2f2ea458679c1cd1d23cb65694d.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-28 03:29:44.08,2026-07-20 22:06:22.999
cmqpqqzfn00177qll3ou9gfkg,Graco,Ready2Jet Compact,Graco Ready2Jet Compact,Graco’s travel compact: a small fold and light frame built for airports and car trunks rather than daily neighbourhood miles.,,,,product_8981_2022705,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2022705&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-ready2jet-compact-stroller%2F54551%2F2022705&intsrc=CATF_8981,189.99,https://images.ctfassets.net/50gzycvace50/58fec16f81092dcf03108503b6aa0c7a5357d2f2ea458679c1cd1d23cb65694d/bd0db0a624d7e84c1800e3375ed93c10/58fec16f81092dcf03108503b6aa0c7a5357d2f2ea458679c1cd1d23cb65694d.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:14.244,2026-07-20 22:06:23.007
cmqx8d4o5000u13kpbtkfe121,Guava Family,Roam,Guava Family Roam,"A jogger that folds like a travel stroller: the 3D nesting fold packs down about half the size of a normal running stroller without pulling the wheels off. 28.5 lb, up to 60 lb. It folds small, but it is too big to carry on — plan to gate-check it.",,,,public_catalog_guavafamily|roam,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=824315&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fguava-family-roam-jogging-stroller%2F22302%2F824315&intsrc=CATF_8981,649.95,https://images.ctfassets.net/50gzycvace50/77a20ca132a150b7ee2281afd30d0d18059b22eb1b5d2d8297fd64394a2c1018/e0081d308e04c81bd6ab9993f50d2128/77a20ca132a150b7ee2281afd30d0d18059b22eb1b5d2d8297fd64394a2c1018.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-28 03:29:44.165,2026-07-20 22:06:23.017
cmqpqqzhz00187qllpp2cly4t,Guava Family,Roam Jogging,Guava Family Roam Jogging,"A jogger that folds like a travel stroller: the 3D nesting fold packs down about half the size of a normal running stroller without pulling the wheels off. 28.5 lb, up to 60 lb. It folds small, but it is too big to carry on — plan to gate-check it.",,,,product_8981_824315,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=824315&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fguava-family-roam-jogging-stroller%2F22302%2F824315&intsrc=CATF_8981,649.95,https://images.ctfassets.net/50gzycvace50/77a20ca132a150b7ee2281afd30d0d18059b22eb1b5d2d8297fd64394a2c1018/e0081d308e04c81bd6ab9993f50d2128/77a20ca132a150b7ee2281afd30d0d18059b22eb1b5d2d8297fd64394a2c1018.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:14.328,2026-07-20 22:06:23.03
cmqpqqzkh00197qllrgn27fpl,Ingenuity,3DSuite Modular,Ingenuity 3DSuite Modular,"A budget modular: bassinet, infant-seat and toddler configurations on one frame, aimed at parents who want the convertible format without the convertible price.",,,,product_8981_3004828,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3004828&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fingenuity-3dsuite-modular-stroller-with-reversible-seat%2F81266%2F3004828&intsrc=CATF_8981,229.99,https://images.ctfassets.net/50gzycvace50/9cac018de581175a7d03a9b1cbc2f19231d4d40bf1ba657b2406dcfb28bbc288/e8445be5d32fe848c8f3253a48334fa7/9cac018de581175a7d03a9b1cbc2f19231d4d40bf1ba657b2406dcfb28bbc288.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:14.417,2026-07-20 22:06:23.042
cmqpqqzmv001a7qllu2cdnmm6,Inglesina,Quid³,Inglesina Quid³,"Fourteen pounds, folds to roughly the size of a backpack and fits most overhead bins. Up to 50 lb, but it starts around 3 months rather than birth — a second stroller for travel, not a first stroller.",,,,product_8981_2514364,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2514364&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Finglesina-quid-stroller%2F74915%2F2514364&intsrc=CATF_8981,399,https://images.ctfassets.net/50gzycvace50/3158edfea4c7d764213579480649c66000e589d53d9273615365d659a46c7a7d/dc39fa788c6be29c03e9fca5903a6573/3158edfea4c7d764213579480649c66000e589d53d9273615365d659a46c7a7d.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:14.503,2026-07-20 22:06:23.055
cmqpqqzue001d7qlle1lf876r,Joie,Caraway Whirl,Joie Caraway Whirl,"Joie builds practical, well-priced everyday strollers — the sensible middle ground between bargain-bin and boutique.",,,,product_8981_2719337,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2719337&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-caraway-whirl-stroller%2F77688%2F2719337&intsrc=CATF_8981,299.99,https://images.ctfassets.net/50gzycvace50/1d26e75b80d8e486ca199b7205811f7d44f317a6e36f77304284d97578b4ad45/dd957a4787561aaa5b8bd331e3dd59a4/1d26e75b80d8e486ca199b7205811f7d44f317a6e36f77304284d97578b4ad45.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:14.775,2026-07-20 22:06:23.065
cmqzur4zj0002eqf6kprqqkxh,Joie,Chive,Joie Chive,"A single that becomes a double with more than 20 seating modes, 50 lb per seat (100 lb total), and a 2-in-1 carry cot for the newborn stage. Note the rear seat drops to 35 lb when it faces you.",,,,public_catalog_joie|chive,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2460587&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-chive-single-to-double-stroller%2F74114%2F2460587&intsrc=CATF_8981,499.99,https://images.ctfassets.net/50gzycvace50/2767ca33f63bdb48d1dded94dddc8a372e31aa8cf0166650236aee23184a3a6b/088d437ff86be9aa7ff2aa2084d96ddd/2767ca33f63bdb48d1dded94dddc8a372e31aa8cf0166650236aee23184a3a6b.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-29 23:32:01.663,2026-07-20 22:06:23.072
cmqpqqzwq001e7qlllftz668x,Joie,Chive Single to Double,Joie Chive Single to Double,"A single that becomes a double with more than 20 seating modes, 50 lb per seat (100 lb total), and a 2-in-1 carry cot for the newborn stage. Note the rear seat drops to 35 lb when it faces you.",,,,product_8981_2460587,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2460587&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-chive-single-to-double-stroller%2F74114%2F2460587&intsrc=CATF_8981,499.99,https://images.ctfassets.net/50gzycvace50/2767ca33f63bdb48d1dded94dddc8a372e31aa8cf0166650236aee23184a3a6b/088d437ff86be9aa7ff2aa2084d96ddd/2767ca33f63bdb48d1dded94dddc8a372e31aa8cf0166650236aee23184a3a6b.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:14.858,2026-07-20 22:06:23.079
joie-ginger,Joie,Ginger,Joie Ginger,"Joie builds practical, well-priced everyday strollers — the sensible middle ground between bargain-bin and boutique.",,,,product_8981_2719299,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2719299&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-ginger-dlx-stroller%2F77672%2F2719299&intsrc=APIG_8981,399.99,https://images.ctfassets.net/50gzycvace50/7edf4e277890304b6fe001db8e12d5033856b7f8cee1463d20d9ec62e41e82a9/ab799463c346ea077acc1ed4c96529cf/7edf4e277890304b6fe001db8e12d5033856b7f8cee1463d20d9ec62e41e82a9.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-03-22 17:19:43.856,2026-07-20 22:06:23.087
cmqpqqzz2001f7qll782dxn8x,Joie,Ginger DLX,Joie Ginger DLX,"Joie builds practical, well-priced everyday strollers — the sensible middle ground between bargain-bin and boutique.",,,,product_8981_2719301,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2719301&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-ginger-dlx-stroller%2F77672%2F2719301&intsrc=CATF_8981,399.99,https://images.ctfassets.net/50gzycvace50/2fa609494b6a150863e73bc4c0ddfa309f7ba04e5eb823e2076149579a8dd687/04a91ca79e0340cd5ad186f49df2a0f5/2fa609494b6a150863e73bc4c0ddfa309f7ba04e5eb823e2076149579a8dd687.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:14.943,2026-07-20 22:06:23.094
joie-hazel,Joie,Hazel,Joie Hazel,"Joie builds practical, well-priced everyday strollers — the sensible middle ground between bargain-bin and boutique.",,,,,,,,2026-03-22 17:19:43.856,2026-07-20 22:06:23.101
joie-kava,Joie,Kava,Joie Kava,"Joie builds practical, well-priced everyday strollers — the sensible middle ground between bargain-bin and boutique.",,,,product_8981_2254719,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2254719&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-kava-stroller%2F68268%2F2254719&intsrc=APIG_8981,399.99,https://images.ctfassets.net/50gzycvace50/c90262be098e9fe0479109ba8690a65efe3813c8011ba1c0a1e25d12c6271aa5/afa9cba830b087a61aafb182d6481e84/c90262be098e9fe0479109ba8690a65efe3813c8011ba1c0a1e25d12c6271aa5.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-03-22 17:19:43.856,2026-07-20 22:06:23.109
joie-nutmeg,Joie,Nutmeg,Joie Nutmeg,"Joie builds practical, well-priced everyday strollers — the sensible middle ground between bargain-bin and boutique.",,,,product_8981_2868251,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2868251&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-nutmeg-and-mint-latch%2F79578%2F2868251&intsrc=APIG_8981,499.99,https://images.ctfassets.net/50gzycvace50/dab6b6d543d9044559ec5e6301a814be6f0cc680c242084248cf9d4371906783/c542ef97061582694e72c7ffde448c87/dab6b6d543d9044559ec5e6301a814be6f0cc680c242084248cf9d4371906783.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-03-22 17:19:43.856,2026-07-20 22:06:23.115
cmqpqr01g001g7qllq1h0gki6,Joie,Poppy Whirl,Joie Poppy Whirl,"Joie builds practical, well-priced everyday strollers — the sensible middle ground between bargain-bin and boutique.",,,,product_8981_2719308,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2719308&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-poppy-whirl%2F77676%2F2719308&intsrc=CATF_8981,449.99,https://images.ctfassets.net/50gzycvace50/d5e381710a1b4e138e599a92b0c8e3129c570c752c293229b093301e6109bb09/e1fb03620dbf57692ea35f5e6132c961/d5e381710a1b4e138e599a92b0c8e3129c570c752c293229b093301e6109bb09.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:15.028,2026-07-20 22:06:23.121
joie-rosemary,Joie,Rosemary,Joie Rosemary,"Joie builds practical, well-priced everyday strollers — the sensible middle ground between bargain-bin and boutique.",,,,product_8981_2868254,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2868254&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-rosemary-double-stroller%2F68267%2F2868254&intsrc=APIG_8981,299.99,https://images.ctfassets.net/50gzycvace50/8beb80e3649e147748708bfb7ae5d8b20d23111dd3f510d6843b31bbad26cd12/01f7f1d70f4fc16ec946404843945fb2/8beb80e3649e147748708bfb7ae5d8b20d23111dd3f510d6843b31bbad26cd12.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-03-22 17:19:43.856,2026-07-20 22:06:23.128
cmqpqr03q001h7qllcisvxenc,Joie,Rosemary Double,Joie Rosemary Double,"Joie’s side-by-side double: two independent seats on a frame narrow enough for most doorways, without the convertible-stroller price.",,,,product_8981_2254718,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2254718&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-rosemary-double-stroller%2F68267%2F2254718&intsrc=CATF_8981,299.99,https://images.ctfassets.net/50gzycvace50/dda05ccade0d5ed46d913096e6cd452e90630c98389fb82323551884dca9d189/0f2dfb0f1034629a6b1243087c57e937/dda05ccade0d5ed46d913096e6cd452e90630c98389fb82323551884dca9d189.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:15.111,2026-07-20 22:06:23.15
