catalogId,title,brand,model,action,reason,url
cmqpj8d930k4cdqwr3tjafyap,UPPAbaby Aria V2 in Greyson,UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2575166&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-aria-v2%2F75212%2F2575166&intsrc=CATF_8981
cmqpj8czs0k49dqwrzyghn50z,UPPAbaby Aria V2 in Jake,UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2575165&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-aria-v2%2F75212%2F2575165&intsrc=CATF_8981
cmqpj8die0k4fdqwr82lvy6l3,UPPAbaby Aria V2 in Savannah,UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2575167&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-aria-v2%2F75212%2F2575167&intsrc=CATF_8981
cmqx4jde8003f3a8u51b5qac9,"Uppababy - Aria V2 Lightweight Infant Car Seat, Callum/Dillan (Stone Blue)",UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-aria-v2-lightweight-infant-car-seat-callum-dillan-stone-blue?_j=taylormadebabyco.com
cmqx4j71f001f3a8u4siy66dv,"Uppababy - Aria V2 Lightweight Infant Car Seat, Declan (Oat Melange)",UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-aria-v2-lightweight-infant-car-seat-declan-oat-melange?_j=taylormadebabyco.com
cmqx4jbiz002u3a8ukza29hfy,"Uppababy - Aria V2 Lightweight Infant Car Seat, Evelyn (Meadow Green)",UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-aria-v2-lightweight-infant-car-seat-evelyn-meadow-green?_j=taylormadebabyco.com
cmqx4j95h00233a8ugw8r5pua,"Uppababy - Aria V2 Lightweight Infant Car Seat, Greyson (Charcoal Melange)",UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-aria-v2-lightweight-infant-car-seat-greyson-charcoal-melange?_j=taylormadebabyco.com
cmqx4j9es00263a8uq6lglgz8,"Uppababy - Aria V2 Lightweight Infant Car Seat, Jake (Charcoal)",UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-aria-v2-lightweight-infant-car-seat-jake-charcoal?_j=taylormadebabyco.com
cmqx4jfd300403a8uhvucpdof,"Uppababy Aria V2 Lightweight Infant Car Seat, James (Black)",UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-aria-v2-lightweight-infant-car-seat-james-black?_j=taylormadebabyco.com
cmqx4jegp003r3a8un25b5htz,"Uppababy - Aria V2 Lightweight Infant Car Seat, Savannah (Pearl Gray Melange)",UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-aria-v2-lightweight-infant-car-seat-savannah-pearl-gray-melange?_j=taylormadebabyco.com
cmqpib6lr09pfdqwrowxacef0,UPPAbaby Mesa V3 in Ada,UPPAbaby,Mesa V3,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2848462&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-mesa-v3%2F74913%2F2848462&intsrc=CATF_8981
cmqpib6c509pcdqwrpevndk5y,UPPAbaby Mesa V3 in Evelyn,UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2652217&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-mesa-v3%2F74913%2F2652217&intsrc=CATF_8981
cmqx4jfxa00463a8ubcqlny3d,UPPAbaby - Mesa V3 Infant Car Seat - Ada,UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-mesa-v3-infant-car-seat-ada?_j=taylormadebabyco.com
cmqx4j9o400293a8u1p7lt23w,"Uppababy Mesa V3 Infant Car Seat Ada, Sandstone Melange | Chestnut Leather",UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-mesa-v3-infant-car-seat-ada-sandstone-melange-chestnut-leather?_j=taylormadebabyco.com
cmqx4jeq9003u3a8ud0ae4ufa,"Uppababy - Mesa V3 Infant Car Seat, Callum/Dillan (Stone Blue)",UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-mesa-v3-infant-car-seat-callum-dillan-stone-blue?_j=taylormadebabyco.com
cmqx4jgpq004f3a8uqx5jmzt7,"Uppababy - Mesa V3 Infant Car Seat, Declan (Oat Mélange)",UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-mesa-v3-infant-car-seat-declan-oat-melange?_j=taylormadebabyco.com
cmqx4jhi0004o3a8u0t6ul2l3,"Uppababy - Mesa V3 Infant Car Seat, Evelyn (Meadow Green)",UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-mesa-v3-infant-car-seat-evelyn-meadow-green?_j=taylormadebabyco.com
cmqx4j5zc00133a8ui7n3jbx1,"Uppababy - Mesa V3 Infant Car Seat, Greyson (Charcoal Mélange)",UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-mesa-v3-infant-car-seat-greyson-charcoal-melange?_j=taylormadebabyco.com
cmqx4jf22003x3a8udc03jk2i,"Uppababy Mesa V3 Infant Car Seat, James (Black)",UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-mesa-v3-infant-car-seat-james-black?_j=taylormadebabyco.com
cmqx4j3b900093a8uskdz1e3s,"Uppababy - Mesa V3 Infant Car Seat, Savannah (Pearl Gray Jacquard)",UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-mesa-v3-infant-car-seat-savannah-pearl-gray-jacquard?_j=taylormadebabyco.com
cmqpib5td09p6dqwrgyhgn4ik,UPPAbaby Mesa V3 in Greyson,UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2528374&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-mesa-v3%2F74913%2F2528374&intsrc=CATF_8981
cmqpib62m09p9dqwrilcfi1zl,UPPAbaby Mesa V3 in Savannah,UPPAbaby,Mesa V3,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2528376&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-mesa-v3%2F74913%2F2528376&intsrc=CATF_8981
